car_id,price
17826,4575.215584238208
15868,1923.5820646124648
6769,7475.333551004068
4008,2679.186911063881
2498,6086.432903974174
20605,3515.615836406744
41,5967.117505950961
5160,5720.974916743512
5277,3635.454345107823
12280,6578.814169867907
2320,5028.667714842947
9701,7189.699189559551
16286,7584.4009323401615
18029,4268.153001043755
4978,4689.443251838819
4404,4265.983355463535
13915,3950.2952256066874
5730,6296.312194802791
12499,6339.9304125478
11890,2047.972331081772
7831,7227.938092175422
3364,6027.010009878702
15399,4380.708964636734
12375,4947.6163516476745
9126,4237.471739711604
17592,2996.9480972110705
5620,7147.600193954674
17884,1920.5424607882878
19628,3573.3081315903178
15345,3567.3695600857304
17634,4722.158825935728
9424,3175.479301324672
5741,2991.284254982283
4506,5261.66160023226
5020,5275.320994677085
11412,3783.7470735716106
18682,2752.802774460233
6400,2235.8984657902965
16316,3504.3996627052725
11879,10474.002250013466
8720,5783.88870813029
5829,6124.965087141877
15110,4468.670971058065
17183,2960.476945312904
12316,9678.952177477964
767,5312.941530530296
3074,5209.529947478766
17558,3042.7882970126625
986,3206.6891440223512
12633,7136.670367228745
14709,3647.5116682957346
11366,4796.85657692567
594,3987.9980584240143
20502,7978.579858177603
20654,4006.706106798363
4096,3248.545432463121
15403,4115.839194010152
9302,4788.276436748776
19168,3184.323356755118
20788,6773.482943242024
13937,6850.143466660088
4424,6733.189344160326
3125,4827.311188246372
19676,4913.494609907793
6517,2721.4392594840606
16874,3555.3578344985935
10639,4534.183247687762
4365,3147.9995859916685
18789,5074.0928762584845
19363,8339.110824222063
10934,3221.9172114471276
1081,3933.5238973386167
5471,2935.427329362286
3496,4440.545217732591
13893,2559.0885162255877
13501,4355.12899303521
8032,3354.958003277344
20527,4552.109147901872
3123,5401.890671255215
246,6903.923879811683
20051,7477.169894047084
5482,4449.8996941198375
17722,6437.2749226033875
14153,5326.986660340467
1957,2705.6019592470534
17778,1939.042189705068
15056,4939.936634850015
8551,4570.112994385721
11106,14014.62730074193
17380,3429.0620780807913
706,2723.6404787069687
17696,4560.962529754844
4221,6559.156151810732
16102,4844.838166083588
1497,6085.497586575003
13851,7910.186086488346
1241,5705.417162739851
7824,6931.895349594944
12303,5091.92525098053
17861,4260.766329392516
4191,13016.191844869505
1146,3210.6421062065056
8718,5928.659593607525
14407,6831.39609635129
16249,4902.7587982952955
13766,1881.7572623457818
2519,3965.8613777059645
8246,2405.843392835464
16322,4308.703624032287
11168,5666.908548942087
13913,5192.067611014883
7565,5099.688557543696
7490,6668.767178723471
17075,3024.0327070463413
7211,6155.603571811087
11517,10308.77866337644
5004,7281.428756877064
11773,3592.4047196253896
18798,3601.718948426001
7583,3923.0341821056522
8164,5986.4776818933215
10410,2578.6551873522703
16207,6302.034409642943
8124,3195.8377187970964
2940,3899.204962796489
5547,5424.635337379619
17734,3321.6823212772033
9354,2693.489921728445
3365,5638.8590900583695
11147,3035.7909907606127
201,1914.5395285330496
5955,6609.708308492935
16043,4184.509474579925
6965,2640.5759172064777
7869,10895.414316086517
15387,5184.932213990178
20314,3161.701569743148
916,4793.35886650172
4140,3144.211887195185
9034,3918.863338186627
19778,10231.818950903178
19455,7582.048164376313
14004,3333.36394475055
18599,4008.202609365581
6187,6661.2278942232615
13003,7509.624530665311
21391,5927.585923548947
16606,6633.638975796983
9728,5272.460510076063
15488,5764.249514965652
10819,4082.761583387983
13860,3660.4178728679904
17654,3315.893764414469
4893,8963.767636812136
12144,6348.4240130507105
17150,4301.232140923609
12571,2059.212950321043
978,2650.3500025072685
11392,4580.270908943223
1750,2317.001652054489
13073,2446.116471296759
15201,4946.915222975487
2446,2272.8427746269044
1959,4526.20913792201
854,4478.378268181403
13704,2382.4852983222336
6490,1997.8118492986487
13460,6143.852446115282
4490,3125.8310081559803
17454,5356.932652064968
8852,8314.6261402883
11297,7733.454255221054
13502,4022.625389354717
4015,5069.2785002233895
4253,2604.2590996501726
377,3702.620525930547
9973,6085.203280904601
15507,5409.199776194412
4854,4818.977880166207
3212,3486.855788954969
6860,3764.227390992511
18429,4540.366858418577
18729,2642.05509326724
18180,5719.470278560384
19766,2157.4086121204423
11191,3369.2038812741066
423,5499.118718107853
16168,5721.983127354431
14624,4739.1151925428985
12823,3425.775020985339
5469,5080.652271343789
5123,4065.189431320374
4979,4470.942653610362
6113,3812.7029221119014
6912,5610.524695911905
10236,3295.195163348557
14542,5962.821026912746
1767,3882.2452672761005
10344,3351.908174173533
7115,1793.2196340516255
306,4817.637344770242
18133,3915.304729130012
13968,9184.591389954006
20259,5840.457031083394
6290,7599.650987896592
18335,5237.1437491244715
1039,4657.394129425997
2067,4194.044465940576
17708,8554.850825489792
2119,6197.424843979777
8256,3131.904639174716
4812,14380.56149453025
7143,4862.813184228891
13986,3574.9542549638372
8383,3767.2604721970324
12184,5067.5318439898565
10658,3549.7652003826547
10229,3703.930469973486
7837,3112.7207786141944
16999,3217.3483533040794
17091,5130.27123736793
3922,9059.274263174677
1139,3046.854914671396
18264,3428.2369848874027
6366,4071.349272699684
13405,3524.060792841096
13644,4289.512686034561
19162,4900.365159437052
6265,4297.036963132452
9493,2950.1668847469564
9413,3714.902139425058
16675,5866.579260270745
3059,4747.138943755
3118,3514.338578545263
13090,5034.836020287607
2839,7434.950390419425
8333,2743.238168239709
5387,3379.967478573318
19487,4741.250613339855
12958,2790.766257705174
18209,8116.272025073156
14556,7367.653385740411
4865,2633.067497565693
5969,4975.128889414559
11909,7014.111596000421
17831,2830.8716847923515
8200,3268.9408631966735
20439,8132.987731841669
19460,2924.9442926472925
8424,3298.4968905710475
10347,5178.900942814743
20546,3729.083280658775
13276,4478.044617901862
8604,4048.328350837609
7915,6550.337751577706
11536,11888.69075257659
2180,5500.047998119626
19948,4702.589415278569
1354,4699.7368638779435
830,5726.915148088982
5520,3087.856918736006
21107,2839.3300124562593
18213,4700.892658364673
6325,2301.6125059309247
8486,2913.1869846915038
4256,9077.050198662257
16080,6851.3179539264365
6143,4681.613586086992
1766,5219.606352313509
7259,4060.1110567181304
21015,3419.2985650653395
1756,5046.256851904639
21041,12587.379975231632
16395,2872.326222774567
3598,5411.488061992572
18884,2487.288291998097
20195,6772.016908627574
17317,5105.746142896534
7225,5818.647805700369
6244,4279.044099904843
21436,6458.582832927367
16945,8536.947774222635
9428,3536.2822814364454
17218,3303.928135989026
2025,5155.869230399928
10010,2815.453016313219
1064,2251.365735959903
15107,3873.8100104908685
1999,4315.85938942722
9012,6561.77588165719
19457,5352.547173329023
9877,3325.424973587117
6750,4644.955501478426
20280,4749.941804717826
769,5690.348674883811
8670,3991.6142792991313
12141,5812.957141031879
13005,4722.554445057899
5763,6057.45487717228
12142,3555.377699339621
941,4206.970308429762
20345,7189.3343555883675
13387,2695.2428406567883
10141,2767.136697195156
12954,4265.854901246899
17144,5284.6844514382565
6483,5333.392033526801
17717,5018.087898081755
9310,4659.083804650393
19144,4000.148668144152
17837,4230.759834805366
847,3958.579088708051
18586,4421.395013461285
13725,2432.4352998438853
2547,3727.1699112243195
14625,4148.231566625921
16784,2829.371485803603
5507,6036.386495244519
14417,5009.133147562392
7298,4497.73757746313
12855,8894.771815304435
16995,4238.217342878858
578,9551.873536985706
8625,4417.730698757806
12861,3440.6561123880338
15710,8063.410725762899
11692,3288.673272996506
15777,3010.601229324403
18913,7057.379527056125
19221,7278.8025883449955
3116,4094.846682327265
4410,3949.0961467342045
5498,3855.3800380120956
8985,2663.8446230406385
5080,6581.080917179774
19612,7966.4965204022865
10748,2688.087811602724
19065,7449.004519363736
11751,2874.6780278414503
2265,5372.971525133927
4781,2410.3892720797535
13982,3019.5680811484103
7614,1926.7143270752993
13104,4787.10493633636
19508,6190.956972528848
9371,2902.679669125272
513,8900.431840087165
19321,3848.301022367946
3309,5098.54072746355
7042,4501.79664834921
12554,2148.6149655372906
10356,4462.447219007458
11114,4785.435843532864
1722,3888.751309130219
3946,4449.013557253168
946,4966.301989115521
19685,8159.002239089851
15102,6137.462540898253
19520,3732.30793229545
3982,4517.397547172436
808,5817.16107909079
8960,4065.211102273928
8920,4506.171841937427
4133,8142.521511161852
15087,7829.091929670878
10844,5731.215316220177
21577,11399.084598431626
15445,5282.722845961211
4897,5891.57321688923
5059,5165.489802890675
2267,4744.613891505179
16684,4484.525948519473
15241,5972.574356429843
17483,3779.3133300823456
18701,6250.933429081259
20481,3093.491907410687
19814,5613.825890905522
19725,8125.720654482842
7094,3112.6069010011697
12195,4562.766126641886
17576,7804.250024025783
10164,7033.087361317899
6161,5073.285176263652
15662,5638.136373990398
4695,4727.767521127858
4510,3057.3079503884533
18380,1706.7679099004731
2634,4391.886562525696
18891,6792.016174181544
9257,11132.973846099636
13340,2846.5060215248755
7677,2982.8367575649613
17764,6490.003789008627
5990,8111.6392774176875
15632,5997.728205105412
20151,3387.0510904593693
17746,4139.422848501748
20480,2546.300442376333
10828,7565.787130978196
5432,7000.625848149347
18704,4849.391494048896
7669,11787.600025196465
4196,6001.882364278766
12755,6339.416695294765
8068,3882.001477824627
11915,5455.20911088355
8022,4490.514069171397
10046,4652.058468154625
18924,7071.826437651037
18216,4024.2589981771434
13444,1887.0908157100366
21539,3028.3508472692997
19709,8849.354011788097
16454,6200.562549379213
13480,10154.66660015626
1901,2992.970787240254
12718,4097.796334056742
3975,4598.621191971212
17090,6301.079989847853
14285,4541.846799648186
2052,4239.662900288907
817,2543.0235184863795
10813,3564.793717763104
16899,5381.276690169753
16929,8455.399907254166
15676,2767.868648355465
12173,4305.77213425736
2311,4237.3072608632765
12063,4380.936860449957
9406,3035.1366103897426
18305,11545.462497560538
20023,5359.747979987009
12441,6432.452357744413
4119,8015.544739314892
3150,3729.424400255946
1652,3970.9469067916
8209,9336.75196265245
2246,3142.8526790007513
17358,4914.172218257627
8970,4629.277517989741
18427,3878.737958610648
2583,9537.303117287396
20373,2227.0586885106336
6681,4728.8520120632165
19449,3526.1099926014736
3931,3509.442024632384
10165,3101.6494394129954
17280,1972.604129264446
19773,4822.910703502352
18674,5483.113327327725
5966,4317.661000343289
1381,3992.9338036630993
2648,3839.599490033421
6456,5232.964980681585
6248,2819.585067055265
3071,6689.452182411169
16411,6526.807764252546
9365,4042.717437437865
13100,2257.4017113555146
18466,3931.4405746548045
21300,3230.232726578831
19524,3835.3436276594107
18094,5335.866379256459
14652,4637.119230682751
8450,5000.288470577449
17531,6637.889545994887
11854,4854.6795701500805
1017,4237.520136833421
11616,4302.875516359461
9102,7235.153388529689
11010,5850.981868357726
14113,2390.211021812619
13375,5129.949138632598
554,2033.7229724880851
20826,6292.523171409226
17005,2503.1368126428956
13783,3164.4281846406075
13181,3375.7396141907593
10544,3995.1823753646167
17932,2651.1933940010945
1972,1874.314184141722
17409,4073.876992106794
11353,7451.723694310903
17789,4358.627774859423
21013,6100.897291590737
3716,3172.7359429227663
3392,4759.9524987329505
3,2616.0132174401974
7965,6326.119778167148
4784,5329.044484419812
1733,9706.62861925731
909,5004.947698775612
18938,3994.4994585625427
440,5640.309260208614
9125,4110.850926331387
20376,9061.855292431243
14102,2432.664629315917
6272,3347.2255712180545
3288,3626.3168893995785
9966,6846.283878885679
20568,4339.609555718227
15785,5370.454752133764
2425,6824.52374735565
19391,5610.221979425027
10065,3714.4564374690754
19060,4477.525675642853
16162,3559.6232396617106
10054,3389.967108428761
4176,4443.1267210574415
1865,4381.617880255871
14835,3613.440423343191
4039,2871.3127124692005
3772,5220.252485197565
14410,4242.561911159674
8803,3131.93049138302
1966,3524.206470100739
4748,4888.842426964471
4761,7067.014299355273
8667,7790.098178584843
19971,7846.2596931955895
3765,4980.137704783045
12772,4523.283368482884
20424,4693.749195246591
4145,6315.727481290783
11936,3059.6358968190934
3099,3789.437193222018
7682,12173.082489467479
2161,4313.229266694417
11695,3292.311379208285
13009,3943.3209369240108
5659,7709.551981430694
16898,9108.992729143425
1815,5796.363010892174
11645,7241.389555457601
15633,9585.852389116571
1762,6432.901518510911
14669,3852.2784569369655
17625,4792.813720494276
10122,5623.544709856862
11200,4697.178892110731
9951,5676.296675060428
1508,5605.563405151217
21136,3692.1078914353157
3139,3637.04284130137
19125,4730.466845879904
7628,2614.603703879146
13264,3578.9637548649457
5974,4075.3882627260305
14710,4647.021566342222
2197,7161.184622817515
14223,3558.7616280792454
20955,4551.386606454687
13498,4576.6038721387995
7990,10691.028984396351
18545,6159.646079688736
10666,9012.28200495257
3263,3834.6701439595954
3750,4633.444141919999
19098,7305.206390512009
9753,4662.857974511541
12975,5041.921726387077
18596,2563.207530171154
6293,3651.431159079869
6627,6412.973309322739
8408,3627.696479530171
14919,8970.651453523062
10674,3493.8105300814605
13996,2732.2113964182895
5705,3101.393786633411
20775,5288.664027740645
8102,3911.5223712785864
5686,6402.411268766093
13164,6793.262240800773
13278,5728.564960663057
12666,5319.3392567196515
16212,3760.8047096115733
11038,6193.923672621439
8052,7757.63687292684
8092,3027.345161556702
18593,6421.869561085184
5446,3691.663770491583
8901,2839.682225483177
2080,8015.221690120785
1543,3889.1747917790212
16766,3833.9154950118946
16049,2525.9862688110934
7830,2789.852786577146
16797,5716.834074479745
1449,20187.793194893304
6603,7023.891149150058
14565,6183.209847248768
9095,3931.7204716708843
13714,4161.620343004494
8600,4537.969546633789
3031,5158.564965828561
19719,6431.392952765385
11230,2729.2972918115415
17397,4685.115235603459
9859,7369.724158233167
5180,3755.8460371710617
12245,6243.992062342293
14907,3867.494749328062
11858,4893.59457839083
17173,2632.6106298939653
10135,5169.7021990513085
10107,5111.814661971869
12130,8405.459110358393
354,2947.4133829745383
17561,7852.205470897141
19789,4182.956587698241
19173,6408.086177077147
13706,3192.6011962659572
11545,6833.459693351723
19578,3797.7106552863934
1331,5080.3646309075975
12356,5219.444214767374
7799,5734.359068666651
4155,4280.493836269019
15270,2691.316985618466
17357,6653.638406657458
7707,7406.681963473626
2299,8494.933931350264
16961,6725.279164099959
1769,7532.805386408827
3043,3556.754544927872
1663,4402.164071612063
5217,2873.7767854850404
20829,8695.407664235006
11774,4914.231734291778
16981,3567.8524006914754
15262,4433.753023027464
20596,5476.208163160482
2900,11938.195372587641
14551,6830.130009420045
12036,3707.693520203164
18092,4103.909262706424
20754,5822.6088253860735
13054,2359.163564479664
10204,4242.607281664597
21248,4120.6856514091805
17779,5201.6440075442815
8007,2892.3930406818754
10753,2515.722784908349
8389,4137.826952468949
12539,5022.926362994042
18971,4122.013649001708
456,6627.626726172622
5407,5019.316105704154
10928,5214.92069860177
16270,3965.566094848094
19169,3919.286247794707
8048,6354.315039418565
12234,6342.998457345691
52,7037.747068593425
20847,3530.2582588858495
12663,1936.347562313073
7803,4736.149452658189
17201,8064.972153822542
8768,2779.3317480772344
16140,2097.9179169626846
509,3322.3366176734116
18435,3537.0209631175176
3722,11377.251531468728
11155,5355.961544057114
10175,3990.0723191369343
15359,5679.431468172577
10339,6109.521056913389
17562,9923.389752186997
18186,7631.687480077838
8263,1736.2082145544698
290,3548.062852911191
11847,4222.895529450665
8428,3404.41874389666
5402,4840.902182050541
4080,4134.305046274974
14817,11837.496655471394
13451,3394.699917097836
7698,7062.380821608757
19763,3716.96512554845
4322,6961.6615821869345
7607,3688.902221284554
5275,5601.982390218824
16785,2383.049852504331
20611,4198.825280252134
21096,3927.7131503236424
16107,5406.595275482329
14975,4815.182762587023
3228,4217.60149820069
14008,6157.212767758223
19615,6835.2897238454
13344,2309.0886038096573
20190,8055.548801033964
9686,8694.057535002514
6826,3546.2793985480444
9186,2944.0213541928656
1908,7180.124099136274
14222,5503.595306617126
7773,2880.9705800702313
3293,6348.928211357323
21607,8441.793916773582
13836,3505.1183514697573
21138,2720.407451706034
7916,3378.9104471317255
5419,2653.349782142402
4422,3975.5896522496946
4006,3867.8517583966013
8322,3931.6906429536234
20592,3849.219206132505
15638,5568.884478919063
8853,3790.2759674882527
8870,6099.952394469176
8252,3130.5702173125883
9627,2456.5601601807334
3581,3792.4908125343572
12419,1610.3257220869045
12183,3339.835774530876
20614,3089.098652302348
20940,6280.0386157579205
17175,1980.904444118206
13904,5021.384193477855
13185,3615.161760252303
10692,5310.958593411995
14999,4131.159653719145
12542,3106.218726523411
1049,4815.428389247607
11965,2263.960717964234
242,1867.9606099332452
15733,6007.919984555677
772,2540.5309139759847
20795,5507.82544758117
6541,6424.605677866949
9248,4763.328510812619
6643,4321.132959528562
17184,7453.223363593742
14229,2681.4786433423765
18998,2463.591697200114
16037,5887.614154211102
6790,4298.805089729146
19521,3428.5218204565763
11530,2570.4325440276134
16041,3870.179224942551
18656,5451.395435147292
11628,4094.249844093801
4167,5236.087963037792
15132,2115.4711435984973
2089,10922.279284379301
17113,5726.951661519561
6150,3599.2985140418714
17464,5159.495160660419
3879,2480.8398324989935
7581,5993.907949408121
11550,2776.5461147673227
6547,5077.400274679397
1344,4283.025242447047
307,4379.409434057953
